# ema_long, ema_short, sma_long, sma_short, target
3.644029284290096626e+01,1.000000000000000000e+01,3.717616401847755014e+01,1.000000000000000000e+01,3.124762119489700840e+00
4.437977162177299562e+01,1.000000000000000000e+01,3.680717173348509874e+01,1.000000000000000000e+01,2.270378485357595011e+00
4.425652537950377763e+01,1.000000000000000000e+01,1.634672338378384993e+01,6.423310846281131248e+00,2.897881431222158355e+00
2.662147898048026917e+01,2.000000000000000000e+00,6.000000000000000000e+01,1.000000000000000000e+01,4.227970812928324662e+00
2.706887062576429415e+01,1.000000000000000000e+01,2.341909599146000431e+01,4.648712548131364919e+00,3.043725603327408713e+00
6.000000000000000000e+01,1.000000000000000000e+01,5.576537181059590154e+01,1.000000000000000000e+01,4.132618451566949958e+00
6.000000000000000000e+01,1.000000000000000000e+01,6.000000000000000000e+01,5.936952677201468020e+00,2.509673306570689100e+00
2.395184544121981673e+01,2.000000000000000000e+00,5.649017561906799045e+01,1.000000000000000000e+01,4.691385613870625804e+00
2.484456827034453141e+01,1.000000000000000000e+01,5.688239930476802186e+01,1.000000000000000000e+01,4.588017265575200732e+00
3.628444968157191397e+01,2.000000000000000000e+00,5.957689459437612101e+01,1.000000000000000000e+01,3.597250184340638590e+00
3.595315133232475091e+01,6.608420219462575851e+00,5.721337732096598216e+01,1.000000000000000000e+01,4.636029632071152484e+00
1.100000000000000000e+01,1.000000000000000000e+01,5.225590968959829041e+01,1.000000000000000000e+01,1.048085249909879613e+00
1.412928157545709418e+01,7.856629477249486015e+00,6.000000000000000000e+01,1.000000000000000000e+01,4.139908309694856570e+00
6.000000000000000000e+01,1.000000000000000000e+01,3.849502495039001104e+01,1.000000000000000000e+01,4.974629867210576428e+00
2.496248312713452577e+01,7.341063938329397409e+00,1.368625726865953851e+01,9.790380206597601997e+00,3.348096532533518577e+00
2.766488775692025825e+01,2.000000000000000000e+00,1.322285928167304370e+01,1.000000000000000000e+01,3.081048864326692005e-01
2.099346975169538965e+01,1.000000000000000000e+01,1.625936568492098999e+01,1.000000000000000000e+01,2.569856664820129311e+00
2.661812162467476739e+01,1.000000000000000000e+01,1.386282577548701056e+01,6.077381661584428052e+00,2.050813643284671528e+00
3.820494788857372725e+01,2.513776312972393789e+00,5.364987910628098433e+01,1.000000000000000000e+00,2.552405801873260049e+00
6.000000000000000000e+01,1.000000000000000000e+01,1.498040656494655209e+01,9.194408979689095318e+00,4.312084187559746873e+00
5.704509947369832901e+01,2.000000000000000000e+00,1.584350954961098346e+01,1.000000000000000000e+01,2.881844908986101572e+00
4.825523096845419246e+01,7.059937630707799450e+00,1.992223240678959684e+01,1.000000000000000000e+01,3.583047411798898185e+00
6.000000000000000000e+01,8.343115292615468803e+00,3.603071297340988366e+01,2.672761560793980085e+00,4.843163876949130753e+00
1.751437929816960803e+01,1.000000000000000000e+01,3.801933072536016311e+01,1.000000000000000000e+01,2.654995900817574750e+00
4.728233081014324313e+01,1.000000000000000000e+01,4.408632439800265246e+01,6.325549587449918576e+00,3.016343532405385552e+00
6.000000000000000000e+01,1.000000000000000000e+01,3.876733159062588641e+01,2.822593727404783870e+00,4.970195554337564658e+00
5.612376086519870455e+01,1.000000000000000000e+01,4.036290465875107003e+01,1.926276886233456942e+00,3.790764494148375352e+00
6.000000000000000000e+01,1.000000000000000000e+01,3.137176044521826057e+01,1.000000000000000000e+00,4.712851627708446678e+00
6.000000000000000000e+01,2.588255425801735399e+00,3.155610593673962683e+01,1.000000000000000000e+00,4.022686736663224849e+00
5.512063910755119167e+01,3.980031460949112976e+00,3.044044460230370319e+01,1.000000000000000000e+00,2.627796875684031086e+00
5.359338756648941171e+01,1.000000000000000000e+01,1.974000366112493765e+01,1.000000000000000000e+01,4.975952271057944465e+00
5.373118509476581295e+01,1.000000000000000000e+01,2.972927947601952781e+01,7.355202125365590149e+00,3.640197041572751591e+00
4.038590491703445196e+01,1.000000000000000000e+01,5.646454512870144526e+01,1.000000000000000000e+01,4.624045481612396813e+00
2.291716033966031674e+01,7.791841223911722736e+00,5.375545518423247415e+01,1.000000000000000000e+01,5.301680214676289360e+00
2.031411577618937869e+01,7.404457588081128527e+00,5.195706984737937972e+01,1.000000000000000000e+01,4.337819122796489069e+00
6.000000000000000000e+01,8.693102417358439027e+00,1.897008731808653437e+01,1.000000000000000000e+01,5.499860225712835060e+00
5.748037933375412223e+01,1.000000000000000000e+01,2.578305857874023843e+01,6.745401358346596155e+00,3.151782704281966829e+00
5.034658330850940189e+01,1.000000000000000000e+01,2.956246558199616814e+01,3.366354327447349082e+00,2.748388857518155426e+00
5.155438845708633977e+01,4.796298850627429999e+00,2.996561307559843002e+01,1.000000000000000000e+01,1.875926104124275628e+00
3.600247478962702985e+01,1.000000000000000000e+01,4.066402781104141440e+01,5.865044222335276558e+00,3.004545097470412429e+00
1.505010718161796035e+01,4.484769822013355167e+00,5.675257247300839225e+01,7.938399122022871346e+00,3.961016498027880584e+00
5.503200847721906541e+01,1.000000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,3.882282223591525305e+00
5.997332947240018797e+01,6.067584710917294899e+00,3.178854139254265121e+01,2.834730513151301867e+00,3.792836677753316010e+00
6.000000000000000000e+01,2.000000000000000000e+00,3.642560083976702145e+01,1.000000000000000000e+00,2.877147656532073050e+00
4.481133785116531243e+01,6.531692905384459458e+00,5.674601622648906840e+01,1.000000000000000000e+01,4.983459683369062532e+00
2.407029141354669832e+01,1.000000000000000000e+01,5.322872724435019620e+01,1.000000000000000000e+01,5.176066486733223115e+00
5.485468438081881715e+01,1.000000000000000000e+01,1.779567843358611512e+01,1.000000000000000000e+01,5.163905748273331930e+00
6.000000000000000000e+01,2.000000000000000000e+00,5.517844361668078790e+01,1.000000000000000000e+01,3.369379983393212541e+00
5.686185662159928711e+01,1.000000000000000000e+01,5.090892145234957411e+01,1.000000000000000000e+00,3.608285527824242500e+00
3.755541170728642442e+01,5.591247368601682588e+00,5.046268264071141374e+01,6.101504921309791385e+00,3.464003325035243996e+00
2.072269717524534727e+01,7.087447927116013346e+00,3.846625532339733411e+01,5.749279891343585192e+00,2.664507501804219913e+00
5.696733055969700388e+01,1.000000000000000000e+01,1.289821705108402483e+01,6.539497563660924939e+00,2.389920684663229267e+00
5.010217698540026277e+01,8.088766326289331232e+00,1.519248981396622433e+01,6.071653762531189713e+00,2.905308806368852359e+00
3.269388274849641363e+01,4.468007792482592500e+00,2.901191843921020563e+01,1.000000000000000000e+01,1.965736773819839245e+00
2.452052625187915069e+01,6.246863450517511573e+00,2.669663041798817815e+01,1.000000000000000000e+01,3.512417727841411264e+00
3.405378336303700593e+01,1.000000000000000000e+01,2.548336994701687885e+01,4.212039481089597359e+00,2.601387445522531650e+00
2.638190557048750762e+01,7.623696973478590877e+00,5.082089461691580112e+01,1.000000000000000000e+01,4.005549415306412619e+00
2.668030501618958894e+01,2.000000000000000000e+00,5.298045956246803456e+01,1.000000000000000000e+01,4.355509244569806704e+00
2.397331238414174592e+01,2.000000000000000000e+00,6.000000000000000000e+01,7.282807497187518742e+00,3.905870018104836028e+00
2.759030158935471633e+01,5.193166488876710396e+00,6.000000000000000000e+01,7.114780715524211097e+00,4.290558297246575670e+00
3.091915082622489308e+01,1.000000000000000000e+01,6.000000000000000000e+01,6.508757788025603119e+00,3.671950611663927333e+00
2.294694570390557331e+01,8.547232139212177060e+00,5.368638391156184753e+01,8.490988507984463141e+00,4.125883165788301277e+00
5.589379858595091122e+01,1.000000000000000000e+01,3.184328122250018112e+01,3.856884610225833843e+00,3.885113721828637789e+00
1.806811455637928177e+01,1.000000000000000000e+01,4.684098487938988598e+01,7.277672669556297436e+00,2.796356025916845400e+00
3.354328409246760145e+01,7.637217074538476425e+00,5.343493741366580707e+01,7.510135821544557722e+00,4.002727466752901364e+00
4.492765461594043330e+01,4.682699529340426992e+00,5.571558629064202250e+01,8.284688352956962376e+00,4.734350741326997181e+00
3.740994105098688038e+01,6.339040004127650896e+00,4.414110196660482899e+01,1.000000000000000000e+01,2.559123159572897155e+00
2.701483692021765393e+01,2.707659852259346245e+00,4.117021892721103882e+01,1.000000000000000000e+01,2.710585262290977404e+00
6.000000000000000000e+01,7.783094838367371260e+00,3.762293629540653228e+01,1.000000000000000000e+01,4.912510411264464416e+00
2.767403197933447601e+01,2.000000000000000000e+00,5.814315564763702326e+01,7.452128854542212189e+00,3.966228046863021994e+00
5.611250929426423539e+01,1.000000000000000000e+01,2.082805769937449014e+01,1.000000000000000000e+01,4.072731822614636954e+00
4.929659945089613871e+01,1.000000000000000000e+01,2.433861809765974371e+01,1.000000000000000000e+01,2.437301667406924111e+00
6.000000000000000000e+01,1.000000000000000000e+01,1.867883924362186221e+01,8.335981798052742420e+00,4.488425923481141666e+00
6.000000000000000000e+01,7.924228971353887374e+00,1.543605926007333196e+01,4.318554637038021227e+00,3.462549066067150960e+00
4.370957544082757806e+01,3.911438639516341631e+00,5.094111989773861637e+01,6.478155095869061242e+00,3.409056155281686262e+00
5.657646462748960658e+01,6.932581913124396422e+00,4.823667329269171944e+01,4.051763125217948236e+00,2.738073846645514564e+00
6.000000000000000000e+01,2.000000000000000000e+00,1.946447518262274201e+01,7.903895139628764888e+00,3.389256514189137981e+00
5.245169420253048997e+01,1.000000000000000000e+01,5.554315126420851101e+01,1.000000000000000000e+00,3.017657278964966494e+00
3.404632433504073674e+01,2.369958209337754251e+00,4.520920317393045451e+01,3.532644336926143325e+00,2.684131771256786259e+00
3.069784065596688549e+01,6.461000240893380209e+00,5.713084212120657668e+01,7.493752802985238048e+00,2.738777410838560744e+00
3.447519945221350213e+01,8.397824040111519395e+00,5.320475814018136163e+01,1.000000000000000000e+01,4.510695439533723317e+00
2.631165270010156476e+01,5.862397704140956733e+00,6.000000000000000000e+01,1.000000000000000000e+01,4.505614233556700654e+00
3.251948854686495594e+01,5.065765323795830000e+00,5.214081103641094472e+01,1.000000000000000000e+01,3.432663810389356307e+00
3.772308737878193341e+01,2.930897701579084469e+00,6.000000000000000000e+01,1.000000000000000000e+00,4.025124386303946977e+00
4.871090974521890615e+01,5.988972519049242216e+00,5.298383018419066559e+01,1.000000000000000000e+01,4.253084942378076327e+00
4.564510762073156513e+01,5.634446233742619548e+00,4.971573662402200000e+01,1.000000000000000000e+01,3.948492834755557013e+00
4.764907690347112634e+01,2.027138325278460051e+00,5.145640019823323996e+01,1.000000000000000000e+01,4.204278124340877554e+00
4.989776608577294326e+01,2.000000000000000000e+00,5.612253485360334793e+01,1.000000000000000000e+01,4.728575913038082668e+00
4.999324241702522897e+01,2.000000000000000000e+00,5.977116933719209868e+01,1.000000000000000000e+01,4.271439253009327253e+00
5.102918527811036142e+01,1.000000000000000000e+01,4.920185641876781801e+01,4.482548509520498214e+00,3.167439276970273276e+00
4.389721003372423525e+01,7.698077880764065739e+00,1.753577743703122138e+01,1.000000000000000000e+01,3.588561662493020332e+00
4.002912675569772460e+01,8.385846250464807028e+00,2.408773434271301994e+01,1.000000000000000000e+01,2.265984054138096226e+00
5.160348439628982931e+01,3.428257179338446203e+00,5.338570326825532675e+01,1.000000000000000000e+01,3.620039162709142833e+00
3.597804678099364395e+01,1.000000000000000000e+01,1.418717475388255167e+01,8.025655193969619461e+00,1.788496487093600207e+00
6.000000000000000000e+01,1.000000000000000000e+01,3.850300622398102490e+01,7.524994682826514847e+00,4.936327359386729619e+00
2.610290686651537584e+01,1.000000000000000000e+01,6.000000000000000000e+01,7.723107565177014244e+00,3.124330761025420067e+00
5.759213028058794492e+01,8.874576878890731990e+00,2.950645301474732207e+01,1.000000000000000000e+00,4.012187982475928116e+00
4.198582988615587652e+01,7.921949880658546661e+00,5.797089022533346281e+01,1.000000000000000000e+01,4.319321417974852473e+00
4.216242590996323258e+01,3.492488836921577633e+00,5.688904492049878314e+01,1.000000000000000000e+01,4.662562051947386266e+00
4.169896586856148701e+01,1.000000000000000000e+01,4.981023150978858638e+01,1.000000000000000000e+01,3.272001486237658519e+00
3.774399993236118434e+01,4.678776219938246328e+00,5.503238442012262510e+01,8.330512195114106788e+00,4.941078071445405229e+00
3.641969648445697771e+01,2.000000000000000000e+00,5.440936613588439741e+01,1.000000000000000000e+01,3.705993739766229922e+00
3.893594776630144594e+01,4.712525306074772047e+00,5.499321275819634280e+01,1.000000000000000000e+01,4.586522205600682689e+00
3.781226805732656970e+01,5.009461000089517668e+00,5.811231363023206598e+01,8.127973294742339760e+00,4.278429651097071407e+00
3.710890340075135896e+01,6.048252620486733733e+00,4.260755385845055798e+01,1.000000000000000000e+00,1.834194729558478398e+00
3.666944270426375851e+01,7.318969415943710644e+00,5.415398191240654313e+01,8.467103147763896942e+00,3.669874856077348646e+00
3.816265031124437712e+01,2.000000000000000000e+00,5.302015236828554379e+01,6.384447503482871156e+00,2.806266575306853639e+00
2.999424112978528711e+01,1.000000000000000000e+01,5.324670805058484291e+01,1.000000000000000000e+01,4.166657524709445504e+00
4.998218079735582364e+01,6.163442422725323055e+00,6.000000000000000000e+01,4.961579129925138609e+00,3.033022999762400307e+00
2.508840706789343145e+01,7.847851531561261140e+00,1.796505771185750788e+01,8.065001675601374487e+00,3.391971189776459283e+00
3.751148778059371836e+01,1.000000000000000000e+01,5.306736373252580563e+01,1.000000000000000000e+00,2.359227279359723983e+00
2.061474246958944434e+01,1.000000000000000000e+01,5.876907229810971245e+01,1.000000000000000000e+01,4.244400379233321807e+00
1.486585030565135845e+01,1.000000000000000000e+01,6.000000000000000000e+01,6.747309241565523585e+00,2.950254629796441375e+00
1.758007530677025798e+01,3.041193254038511373e+00,6.000000000000000000e+01,6.469454977374955007e+00,2.417362545349775349e+00
2.353494417226000124e+01,4.869824287922341455e+00,2.877385689439281791e+01,6.180498546536600912e+00,3.870026747798578359e+00
6.000000000000000000e+01,3.765077924822898936e+00,4.744123570123590383e+01,1.000000000000000000e+01,3.305617559512179060e+00
3.217422937500580105e+01,1.000000000000000000e+01,3.634044436496733255e+01,7.186455140428297028e+00,3.006447910322486372e+00
1.470317778507886786e+01,5.877355455913285454e+00,5.411367092828293579e+01,1.000000000000000000e+01,3.880257717540057438e+00
3.681793793784814994e+01,2.000000000000000000e+00,3.716899407051459292e+01,8.109957438286865994e+00,2.202038958396753898e+00
2.800837629785249305e+01,2.000000000000000000e+00,2.400163131339000344e+01,7.958820656460629195e+00,3.224600513108369704e+00
3.149702392880324453e+01,5.611425938957129489e+00,2.398618553837478728e+01,1.000000000000000000e+00,2.270547371897527977e+00
4.361519759739056923e+01,2.000000000000000000e+00,5.069126080362207887e+01,1.000000000000000000e+01,4.186133923463971840e+00
5.549364406990745380e+01,7.803867906815288080e+00,3.842596682742005498e+01,3.539312603453439010e+00,4.446329989192713050e+00
5.776012735420625432e+01,1.000000000000000000e+01,2.363258975479812563e+01,3.081779310114253434e+00,2.532753924891642860e+00
5.375072002242183089e+01,1.000000000000000000e+01,4.553250660582966702e+01,5.114883428729187997e+00,4.271344175129845766e+00
5.721335686636516016e+01,1.000000000000000000e+01,4.868765389060642690e+01,8.220444831550468123e+00,3.750844633697488106e+00
3.743958878117492617e+01,2.000000000000000000e+00,2.133906079440449588e+01,7.291668233296979551e+00,2.520060542085333477e+00
5.478627235837333131e+01,1.000000000000000000e+01,1.908303088267151182e+01,8.764627814710001630e+00,5.030138994681416342e+00
3.284113280434655735e+01,1.000000000000000000e+01,5.132459809294763886e+01,5.187160791816902261e+00,3.112176492580309262e+00
6.000000000000000000e+01,8.253495184417534603e+00,1.719178491627348748e+01,1.000000000000000000e+01,5.876938015038325247e+00
6.000000000000000000e+01,8.176829189176734403e+00,1.623178814994685482e+01,1.000000000000000000e+01,5.411289637513635675e+00
5.938071918603683486e+01,8.514267039003138748e+00,1.734750742438790283e+01,1.000000000000000000e+01,5.934673071330932359e+00
5.945195167480375176e+01,7.790504014152411116e+00,1.746329274662442188e+01,1.000000000000000000e+01,5.346887502656766600e+00
5.864528289258559823e+01,9.493968042824267428e+00,1.703733927235409595e+01,8.897262762149503956e+00,5.284390834313356322e+00
5.068616673795178684e+01,8.324447549205300945e+00,5.640884139991233326e+01,1.000000000000000000e+01,4.531198425470238433e+00
5.919966728802619826e+01,9.204399212516994666e+00,1.682246278677527940e+01,1.000000000000000000e+01,5.934673071330932359e+00
4.098864544905123353e+01,1.000000000000000000e+01,6.000000000000000000e+01,6.861740673085985343e+00,4.255021666083665721e+00
3.995383171867860739e+01,4.624023020744450818e+00,5.769379373648150278e+01,1.000000000000000000e+00,3.409859590356876247e+00
4.936260380240552337e+01,1.000000000000000000e+01,3.355792920530355872e+01,6.974403049183607983e+00,2.883041688539329073e+00
5.676228270268299525e+01,7.051574929631646782e+00,5.772154973939878175e+01,1.000000000000000000e+01,3.114233208469242342e+00
4.916146430251057353e+01,1.000000000000000000e+01,5.422681678643578351e+01,1.000000000000000000e+01,3.773384158633991348e+00
6.000000000000000000e+01,2.000000000000000000e+00,1.469948241107250020e+01,8.646868061585372800e+00,3.399925177428465783e+00
5.991037895845145300e+01,8.946093197987437406e+00,1.722894114938254972e+01,1.000000000000000000e+01,5.941509934465445397e+00
4.835779343367749306e+01,6.085750973754231019e+00,6.000000000000000000e+01,1.000000000000000000e+01,4.179394693945083006e+00
2.510821694258408954e+01,3.840460797647724966e+00,5.832258147847889518e+01,8.637152823432158399e+00,4.078311829887693030e+00
3.510129252675465494e+01,7.032479224248678662e+00,2.068371389474933153e+01,7.668738153180711059e+00,3.656825998547664103e+00
2.145214129330707209e+01,5.158442777612582297e+00,4.485988154041206144e+01,5.531668270050391634e+00,2.326235389514307528e+00
5.068120468664916700e+01,4.516158367667327589e+00,5.703950340636259142e+01,1.000000000000000000e+01,4.027165756485405979e+00
5.750828670597795167e+01,1.000000000000000000e+01,3.737633915002233920e+01,1.000000000000000000e+01,3.921730408012346736e+00
4.793555907446842923e+01,2.000000000000000000e+00,5.780729619940168362e+01,8.574909517004657644e+00,4.483799207634429962e+00
4.794483216718224838e+01,8.522485610006555135e+00,5.729806958960632812e+01,1.000000000000000000e+01,4.517815179988172503e+00
6.000000000000000000e+01,1.000000000000000000e+01,4.296607335534748273e+01,8.404399307564379029e+00,5.449166683754118168e+00
5.954661461611482309e+01,9.729290723115216366e+00,4.537091442501317573e+01,7.382334996898618051e+00,4.563096922890049534e+00
5.994993982465239668e+01,9.041531084389163198e+00,4.419722489362953155e+01,9.492381927901794469e+00,4.756442245205987795e+00
5.647530425681408417e+01,2.000000000000000000e+00,4.381547118582402334e+01,7.351601726239599621e+00,2.552214847215747540e+00
6.000000000000000000e+01,1.000000000000000000e+01,4.246764904025480547e+01,5.863378419174472889e+00,4.328488439582904412e+00
5.882362860601293875e+01,1.000000000000000000e+01,4.147851364501710236e+01,9.026484203481317081e+00,5.185564585515696656e+00
2.911420789064640147e+01,3.953873030803211286e+00,6.000000000000000000e+01,1.000000000000000000e+01,3.841155859433057262e+00
2.801883473254548562e+01,2.969417643118614780e+00,6.000000000000000000e+01,2.993183448689263226e+00,3.860878930625958105e+00
2.759201026474451268e+01,7.097330196220471343e+00,6.000000000000000000e+01,2.003697199617298086e+00,3.067624620660697410e+00
3.222893256582905508e+01,3.387560572621419741e+00,6.000000000000000000e+01,1.000000000000000000e+00,4.134872055223814513e+00
3.114039762224993524e+01,2.000000000000000000e+00,5.629317137611825217e+01,1.000000000000000000e+00,2.399614342559370783e+00
6.000000000000000000e+01,1.000000000000000000e+01,4.220481908661710690e+01,1.000000000000000000e+01,4.756442245205987795e+00
2.313214108118947010e+01,6.311566486177452973e+00,4.084991542314111257e+01,1.000000000000000000e+01,2.683062287904840915e+00
6.000000000000000000e+01,1.000000000000000000e+01,3.691328380860803549e+01,1.000000000000000000e+00,3.798143166580369545e+00
5.770913958349750317e+01,5.350327705712484061e+00,3.454713743757056221e+01,1.000000000000000000e+00,2.302429314815996442e+00
6.000000000000000000e+01,2.000000000000000000e+00,2.746106013687912295e+01,1.000000000000000000e+00,2.856432043214789829e+00
6.000000000000000000e+01,5.335051298970061140e+00,4.378953024197581101e+01,1.000000000000000000e+00,2.995828198331375702e+00
5.569639884306961619e+01,1.000000000000000000e+01,3.781011771983290970e+01,3.723943532587219885e+00,4.455399480131626788e+00
2.953832563459666716e+01,2.000000000000000000e+00,4.192580982612970786e+01,5.155151179243663506e+00,2.826530744455384436e+00
3.963716077363915247e+01,6.610520887757656894e+00,1.798589113645945048e+01,8.276206575497447204e+00,3.012207397409942367e+00
1.386801375102299083e+01,5.264230444812006304e+00,5.750050081604945973e+01,1.000000000000000000e+01,4.243368484187147516e+00
4.231043859716894673e+01,7.616795331799306901e+00,5.490560694470990200e+01,7.332895682110776470e+00,3.820008616599768203e+00
6.000000000000000000e+01,1.000000000000000000e+01,4.087531742342273589e+01,8.189945916808868631e+00,5.058782405082576261e+00
5.278485573691396127e+01,2.000000000000000000e+00,6.000000000000000000e+01,6.302976590006685420e+00,2.040631058081353366e+00
5.905320480044525766e+01,9.152796135346903839e+00,1.743100532243165901e+01,1.000000000000000000e+01,5.934673071330932359e+00
2.500547339350565323e+01,2.000000000000000000e+00,3.674335676360514213e+01,6.422387438253065461e+00,2.014271675988572596e+00
4.458961383502703768e+01,5.583381886673683070e+00,4.534243991289145725e+01,3.667231398933398001e+00,3.065526502077493110e+00
4.761963552276851885e+01,2.551244452317485312e+00,5.454502373881139476e+01,1.000000000000000000e+01,3.847405213970194637e+00
4.770318734146779605e+01,2.000000000000000000e+00,4.847019801656240645e+01,7.086025369211816027e+00,3.444115970258989634e+00
5.205109306652290968e+01,7.481734954067095877e+00,1.765292569417382751e+01,1.000000000000000000e+01,3.755280051598056446e+00
5.017132189224816585e+01,4.523067215660580231e+00,4.915605745903037871e+01,1.000000000000000000e+01,3.594203038477153278e+00
5.508828509594704315e+01,1.000000000000000000e+01,5.181012922550830524e+01,4.566333592262654228e+00,3.089965323380971185e+00
3.455312813867605115e+01,4.567591039822715082e+00,2.482631669005919406e+01,6.154518214878295090e+00,3.433698157956561303e+00
3.706509485815321625e+01,8.160005784306724408e+00,4.942092537949820041e+01,1.000000000000000000e+01,3.044401160959866459e+00
2.282407867093523990e+01,2.000000000000000000e+00,5.371739832568406570e+01,1.000000000000000000e+01,4.160892761037828791e+00
5.371631768239353022e+01,6.629529819321095196e+00,2.820717064084701775e+01,4.918239208187842770e+00,2.674446142663932768e+00
3.539599047314618474e+01,5.415129103515189612e+00,6.000000000000000000e+01,1.000000000000000000e+00,3.449880187194321213e+00
2.584364475210898604e+01,5.205840901268824261e+00,2.754104846343467727e+01,1.000000000000000000e+00,3.339305391679824986e+00
6.000000000000000000e+01,1.000000000000000000e+01,5.224669807071173011e+01,1.000000000000000000e+01,4.208427369773323434e+00
4.123108375007355875e+01,6.969804688408959059e+00,4.886659052344023024e+01,1.310078729005827336e+00,2.717440191585851483e+00
5.324998647008814601e+01,6.680328255983875252e+00,6.000000000000000000e+01,1.000000000000000000e+00,2.739899373416063710e+00
2.694099357283170093e+01,5.519111374592857722e+00,2.338503648527452583e+01,5.864340078636907982e+00,3.285453659713305719e+00
2.180365938520138158e+01,5.010510403947883162e+00,1.657879572165096960e+01,1.000000000000000000e+01,2.194654701517116724e+00
5.862004149612911164e+01,8.965395186020449714e+00,1.687508019058198272e+01,1.000000000000000000e+01,5.934673071330932359e+00
1.711757386306158679e+01,4.631705866869332944e+00,3.349031446832961478e+01,1.000000000000000000e+01,1.163314389592530640e+00
4.556593147309357761e+01,7.213037961360472039e+00,5.369483077832502005e+01,1.000000000000000000e+01,4.039309254830371287e+00
6.000000000000000000e+01,2.000000000000000000e+00,3.308267998709705182e+01,5.443992664724166985e+00,3.379168668849479751e+00
2.349731802845043305e+01,8.889728511086083529e+00,5.505367485939625993e+01,1.000000000000000000e+01,5.067073546031951814e+00
3.818364911463223166e+01,1.000000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,4.772742425413624368e+00
2.517123936058527889e+01,9.182932541979075936e+00,3.290107507992033220e+01,5.753440535112514631e+00,4.679779442372552722e+00
2.414389614147782126e+01,8.995879557568326135e+00,3.109711554007236245e+01,2.929227527687868093e+00,2.309750195984896060e+00
2.365929625251374091e+01,1.000000000000000000e+01,3.400802686238497330e+01,8.552603085636246050e+00,2.832936860435553150e+00
2.840011887874095109e+01,1.000000000000000000e+01,3.277580105950861622e+01,5.523540972455965203e+00,4.023461830974333964e+00
2.679606169852735320e+01,7.302470144686652453e+00,3.182552848133990153e+01,7.034400019480487209e+00,2.955127326130256193e+00
2.632608183883181852e+01,1.000000000000000000e+01,3.541433885752154964e+01,5.222183160799525048e+00,2.975847962511253275e+00
2.290073064674203351e+01,6.898784012984141789e+00,3.367956296948008799e+01,5.648869663837446708e+00,3.442138681624293817e+00
2.369616935098297361e+01,2.000000000000000000e+00,2.939965707996219280e+01,2.333649593309007120e+00,2.032966677093708707e+00
3.137747977349211581e+01,1.000000000000000000e+01,3.373471638406110173e+01,1.981852312791635873e+00,2.633084605217277385e+00
4.328737163471663507e+01,6.905796815136048039e+00,4.618245220534556239e+01,7.779197666458022020e+00,2.941910979093995682e+00
4.084273557770352880e+01,6.014644459713657021e+00,6.000000000000000000e+01,3.844649440672259555e+00,4.042062359247737824e+00
5.882062276334506379e+01,8.338347328040816464e+00,3.841632757198054549e+01,3.512528585124973901e+00,4.578313494249631077e+00
3.062804547155791823e+01,5.142142909538545581e+00,6.000000000000000000e+01,3.787825118367340149e+00,3.829809629722583875e+00
3.543379906268126689e+01,4.541070135387843543e+00,5.551581015270595998e+01,1.000000000000000000e+01,5.036079141391893721e+00
4.965805509076699309e+01,1.000000000000000000e+01,1.936677706078414118e+01,1.000000000000000000e+01,4.295415419637325094e+00
6.000000000000000000e+01,8.610111557375645930e+00,5.452790570885464660e+01,7.082959350170422219e+00,3.810323278080856468e+00
3.019225724909380659e+01,5.154297923393406755e+00,4.142276025225429237e+01,1.000000000000000000e+00,2.075630760315016587e+00
5.924956092931326879e+01,8.844074835771932541e+00,1.704501907634339020e+01,1.000000000000000000e+01,5.934673071330932359e+00
3.976212584888067880e+01,2.000000000000000000e+00,6.000000000000000000e+01,4.347914932704227908e+00,3.945789738507953892e+00
6.000000000000000000e+01,4.971357718527379177e+00,5.790145202786800382e+01,7.604552743080465582e+00,3.142566648358663173e+00
3.646118569592741920e+01,7.085626069748020228e+00,3.700609784710317030e+01,6.485349539812399478e+00,2.502201063984708984e+00
5.679276445744140744e+01,1.000000000000000000e+01,3.092286508602917650e+01,1.000000000000000000e+01,3.517000742387448753e+00
6.000000000000000000e+01,1.000000000000000000e+01,2.215757962686220139e+01,8.953832924750221522e+00,4.780604792782186863e+00
2.940543844094730375e+01,4.113434576551413535e+00,4.599265560207745551e+01,8.320575057615991810e+00,2.878400922898180614e+00
5.793926063609522714e+01,1.000000000000000000e+01,1.659512915319040260e+01,1.000000000000000000e+01,5.212541997715346653e+00
1.514654860574417583e+01,1.000000000000000000e+01,5.684754250985098167e+01,1.000000000000000000e+01,4.468104009500278195e+00
1.857562947438140455e+01,1.000000000000000000e+01,5.510898459682331207e+01,1.000000000000000000e+01,4.439432875070640883e+00
4.542520735970532542e+01,7.502385184974621701e+00,2.058526176113886308e+01,6.881173833067695256e+00,3.553925781119971816e+00
5.100618599827626554e+01,7.512964949658112346e+00,5.195579203341866048e+01,7.721494263806175873e+00,3.038997624189972768e+00
1.580796136589802359e+01,2.256333297210026068e+00,5.698370275590999512e+01,1.000000000000000000e+01,3.218194898815978977e+00
5.138171865893269796e+01,7.931618300803070731e+00,4.466730189845954158e+01,7.520020345956161201e+00,3.484524832298809827e+00
1.397145531388121853e+01,4.934243592774535614e+00,5.254371755692479695e+01,5.922635083893720065e+00,2.094688836158797418e+00
