# ema_long, ema_short, sma_long, sma_short, target
3.811339426557774601e+01,1.000000000000000000e+01,5.559529830981117016e+01,6.454549376710914110e+00,3.322353376145351866e+00
3.876548109062992609e+01,4.415421156584397266e+00,6.000000000000000000e+01,1.000000000000000000e+01,4.795228138860170297e+00
4.055408388546802456e+01,2.000000000000000000e+00,5.397102722013622866e+01,1.000000000000000000e+01,3.884430095034016261e+00
5.283400300249549986e+01,1.000000000000000000e+01,6.000000000000000000e+01,3.301020938343743882e+00,3.270582140371366187e+00
2.603261855053463592e+01,2.000000000000000000e+00,2.576502588291097950e+01,4.652759131161896988e+00,3.444200163068384057e+00
4.071907340371171813e+01,6.087764673745744481e+00,4.034879458481218961e+01,7.280367182106108892e+00,2.986040816929580011e+00
5.894149241284362972e+01,8.544591804654858791e+00,6.000000000000000000e+01,1.000000000000000000e+01,3.991002135289508423e+00
5.901621906627197234e+01,2.739118919643104277e+00,6.000000000000000000e+01,3.556344013886569400e+00,2.001211906314269484e+00
2.576980374293635734e+01,1.000000000000000000e+01,3.895259023052591374e+01,8.524023647648863999e+00,2.517055453725821845e+00
4.312308221900155303e+01,1.000000000000000000e+01,4.034137570732428202e+01,1.000000000000000000e+00,2.023740715474016572e+00
5.379376647942003586e+01,1.000000000000000000e+01,2.260965026635575370e+01,1.000000000000000000e+01,3.860162853363059199e+00
5.280053202443220783e+01,5.236643452420373990e+00,6.000000000000000000e+01,1.000000000000000000e+01,3.415725954331525926e+00
4.217633993480185239e+01,2.000000000000000000e+00,6.000000000000000000e+01,1.000000000000000000e+00,3.849269690374223174e+00
3.503988059632361995e+01,7.290078846228081666e+00,3.133815384044309127e+01,5.823539728186173825e+00,2.428369037697656552e+00
2.615349773195425698e+01,4.240899795971551534e+00,1.997236990430658921e+01,1.000000000000000000e+01,3.119605275098146002e+00
2.643447530912233390e+01,6.889118964465062334e+00,1.954715466398657142e+01,1.961161112533520434e+00,1.952863622885619543e+00
3.350685444029192439e+01,2.000000000000000000e+00,2.363712088961787927e+01,1.000000000000000000e+01,2.941121759686985193e+00
5.664499957618629367e+01,7.805020318322282158e+00,1.808426722487847726e+01,1.000000000000000000e+01,4.085747586636375495e+00
6.000000000000000000e+01,2.930419699161133096e+00,2.333213600494807238e+01,1.000000000000000000e+01,3.206313309994963667e+00
4.224364662479703014e+01,5.689090756039575147e+00,5.674837626021832193e+01,1.000000000000000000e+01,5.189743689805595750e+00
4.095865459780039686e+01,4.226909023851217917e+00,5.732250552232383001e+01,6.268788210030024288e+00,3.443891812026916632e+00
4.445681457037274953e+01,1.000000000000000000e+01,5.547048660132331577e+01,1.000000000000000000e+01,3.749142460726522685e+00
6.000000000000000000e+01,1.000000000000000000e+01,2.042632865866616498e+01,1.000000000000000000e+01,5.263000774909734503e+00
5.269272336390631750e+01,1.000000000000000000e+01,1.787908317464221142e+01,1.000000000000000000e+01,4.911679204966220347e+00
3.446467405176620957e+01,2.000000000000000000e+00,3.917396333363085859e+01,1.828187996707648866e+00,2.395605384427937690e+00
2.160735419106004684e+01,2.507039954692906303e+00,2.819078434833297209e+01,1.000000000000000000e+01,2.624457625191538135e+00
6.000000000000000000e+01,1.000000000000000000e+01,1.174283492894606340e+01,4.036622863488253721e+00,3.322213212598311927e+00
4.069548724453848365e+01,6.119453516578198027e+00,4.868760932597354696e+01,1.000000000000000000e+01,3.838701839936450977e+00
4.791276522510593594e+01,3.398060692686883488e+00,4.476030760630880678e+01,1.000000000000000000e+01,2.441387651966838046e+00
6.000000000000000000e+01,2.716042478734833399e+00,1.669531315425920681e+01,5.086689820674043183e+00,3.016105164638434921e+00
1.981686220293642720e+01,2.018096077172366165e+00,3.916322159885340426e+01,1.000000000000000000e+01,2.193568319927989840e+00
3.834474256321453112e+01,7.661801599228459381e+00,5.939263620466891780e+01,1.000000000000000000e+01,4.514685998532459443e+00
2.888603042002514698e+01,8.760457238724244533e+00,5.892753679684786761e+01,1.000000000000000000e+01,3.858740672474443301e+00
3.309616316876806508e+01,6.109128534630533736e+00,5.566082950640676330e+01,1.000000000000000000e+01,4.497288251169506701e+00
3.260279070755387210e+01,5.064365920372647878e+00,6.000000000000000000e+01,1.000000000000000000e+01,3.814820596593503144e+00
4.167116993836395267e+01,2.000000000000000000e+00,6.000000000000000000e+01,1.000000000000000000e+01,4.178391536716139498e+00
3.382551316899138527e+01,2.000000000000000000e+00,4.821446607981700794e+01,1.000000000000000000e+01,2.605441026396460025e+00
3.346315361264790056e+01,7.726244924199717978e+00,4.717135679286752747e+01,1.000000000000000000e+00,2.300790521910769382e+00
2.550550779334482954e+01,4.811484223973205410e+00,3.222371075579436450e+01,3.576961045891544178e+00,3.220378355228936673e+00
6.000000000000000000e+01,4.459505637375587028e+00,5.123621424042637784e+01,7.004363526768341508e+00,3.123284177013260443e+00
5.295959154449648310e+01,7.862105585501312888e+00,5.108864083180116467e+01,1.000000000000000000e+00,3.198870613819736697e+00
3.782273876063005247e+01,1.000000000000000000e+01,1.957978219209283566e+01,1.000000000000000000e+01,3.321911431494279920e+00
4.543422834751194017e+01,6.853920954882495309e+00,5.548651262231638270e+01,1.000000000000000000e+00,2.331374630549742477e+00
3.086366741135095637e+01,1.000000000000000000e+01,1.735724813571827596e+01,1.000000000000000000e+01,2.827753321495086958e+00
5.899485646183624965e+01,1.000000000000000000e+01,4.650771347204927508e+01,2.849386291757322276e+00,3.178022855376832823e+00
3.288982463488432018e+01,1.000000000000000000e+01,5.595401587966473045e+01,1.000000000000000000e+01,4.336693005151548874e+00
2.272960966609582911e+01,8.430596891833978646e+00,5.078208305400570310e+01,1.000000000000000000e+01,4.577723732511177701e+00
2.362109588534656268e+01,3.940969124429008819e+00,4.830130627245383579e+01,1.000000000000000000e+01,2.779747562057505839e+00
1.757180927374863089e+01,1.000000000000000000e+01,5.177538773816725381e+01,1.000000000000000000e+01,4.043509312178058757e+00
2.178745506946570032e+01,1.000000000000000000e+01,4.953856940512362428e+01,5.380348734758331197e+00,3.018312358648130189e+00
2.183211262194838653e+01,1.000000000000000000e+01,5.597583678866515555e+01,1.000000000000000000e+01,4.904463363054226477e+00
2.007160562339722532e+01,6.059629585264979745e+00,5.526547293042435882e+01,1.000000000000000000e+01,4.253755679920905308e+00
1.757447605892865639e+01,1.000000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,4.236512101082198889e+00
2.143449044614489907e+01,1.000000000000000000e+01,6.000000000000000000e+01,5.988806288926229016e+00,2.792082043272728242e+00
2.609251854889291167e+01,7.867794055844554713e+00,5.408168262514680436e+01,1.000000000000000000e+01,4.727010048014978594e+00
1.230225326325730251e+01,8.226527113449867201e+00,5.734171766852109187e+01,1.000000000000000000e+01,3.855749533034712240e+00
1.504566441419663114e+01,3.842971901358413156e+00,6.000000000000000000e+01,1.000000000000000000e+01,4.154728324669617834e+00
1.269673002137885121e+01,2.102337178618944424e+00,5.396785347821057144e+01,1.000000000000000000e+01,3.170516198993388990e+00
1.202958456979232160e+01,5.367484230846696569e+00,6.000000000000000000e+01,4.934941685532241884e+00,2.028259665283264290e+00
2.646256034903243304e+01,1.000000000000000000e+01,5.417796068709228052e+01,7.257733506341971896e+00,2.975417006103661777e+00
2.223256274360018026e+01,5.836860347293625573e+00,6.000000000000000000e+01,1.000000000000000000e+01,3.946631542373290724e+00
5.255210022215311483e+01,1.000000000000000000e+01,4.413552160839440575e+01,6.612801500319672066e+00,4.921627963302651843e+00
5.577012679422866626e+01,1.000000000000000000e+01,4.047810635131688173e+01,9.565323525502186897e+00,4.190068340534184976e+00
4.956226831394504018e+01,1.000000000000000000e+01,4.027010485240844417e+01,9.131218694728511664e+00,3.663655123076834386e+00
5.544502863980569174e+01,7.131038592077844740e+00,4.518957818828912565e+01,9.150896630226352357e+00,3.726603510660726926e+00
5.418754068974368465e+01,1.000000000000000000e+01,3.961349108529279306e+01,4.285232686562288507e+00,4.951944372409853301e+00
5.955701994849604830e+01,1.000000000000000000e+01,3.650298874870657784e+01,4.785811567620616991e+00,4.809103066264297510e+00
5.599649339189242170e+01,7.062224446728889049e+00,3.494625275223054928e+01,6.465619004389425051e+00,3.403047022808061151e+00
5.734015508497327573e+01,1.000000000000000000e+01,3.570959092914777244e+01,1.000000000000000000e+00,3.186561705201049755e+00
6.000000000000000000e+01,8.026781650083188779e+00,4.038608035521203732e+01,5.870658879816112119e+00,4.007742422888595613e+00
6.000000000000000000e+01,1.000000000000000000e+01,3.468057497773609299e+01,1.000000000000000000e+01,3.849593002371693551e+00
5.144797664192785902e+01,1.000000000000000000e+01,4.390401745623032781e+01,2.202794948336462610e+00,2.791536773245826719e+00
5.612807406808875754e+01,1.000000000000000000e+01,4.201719895163812879e+01,5.657968634436311817e+00,3.636073624852745212e+00
5.041557765451516815e+01,1.000000000000000000e+01,4.670249512858757868e+01,1.000000000000000000e+01,2.488807884747128440e+00
5.195715325430637677e+01,7.451300787037065554e+00,4.055056179226873780e+01,6.355902399601062847e+00,3.006352419402179788e+00
5.313751248938553573e+01,1.000000000000000000e+01,3.601008225302961563e+01,5.524079489515364649e+00,4.115737885578369948e+00
5.582772646032881170e+01,7.093049578079138939e+00,5.584324726386981297e+01,5.886547796682576106e+00,2.003077034440969406e+00
5.684563437485638104e+01,1.000000000000000000e+01,3.729584121295074794e+01,6.520374209603823523e+00,4.040641573155301813e+00
6.000000000000000000e+01,5.098648454776425254e+00,3.610282770761030946e+01,3.754619432614566765e+00,3.831760020543786283e+00
6.000000000000000000e+01,1.000000000000000000e+01,3.128042854568158404e+01,5.214044926272115354e+00,4.163644570882437002e+00
6.000000000000000000e+01,1.000000000000000000e+01,4.681900022861761812e+01,1.000000000000000000e+01,4.122334471370578513e+00
6.000000000000000000e+01,3.188673563649277565e+00,4.301515042314184711e+01,1.000000000000000000e+01,3.797147617836100331e+00
6.000000000000000000e+01,4.107237740692159633e+00,3.651490016095394253e+01,1.000000000000000000e+01,3.884013495202078836e+00
2.446270619528257129e+01,7.411824362959221091e+00,2.564734728631063021e+01,6.198392945174413526e+00,4.111652969571900407e+00
1.653289515037545598e+01,7.504913736711190886e+00,5.693252992719886407e+01,1.000000000000000000e+01,4.263642500662443879e+00
4.492193480084844737e+01,4.562915509499791966e+00,5.391789050142478601e+01,1.000000000000000000e+01,4.766191730991031328e+00
2.696881628526749353e+01,3.408595170870060809e+00,5.566301538374649738e+01,1.000000000000000000e+01,4.669805215593239467e+00
4.163382382708121554e+01,6.407266264580985471e+00,5.337170235687572983e+01,1.000000000000000000e+01,4.430165599416632460e+00
6.000000000000000000e+01,5.437630447971432801e+00,3.080258361309175186e+01,7.862887749801008574e+00,2.929287734987858549e+00
2.059662054865275493e+01,5.774146904461208152e+00,2.768962613882921175e+01,2.023366670719226157e+00,2.265597800454210997e+00
2.805770003809087854e+01,4.342019981439427134e+00,2.624760216657176670e+01,9.031863303937919696e+00,4.092547549694718789e+00
6.000000000000000000e+01,2.000000000000000000e+00,4.505430901561094714e+01,3.306465551210145293e+00,3.293990517997023026e+00
4.733735786981539206e+01,4.916447374417256988e+00,5.684112660511284787e+01,1.000000000000000000e+01,4.705860809669909273e+00
4.262147094314539686e+01,4.805751660693343474e+00,2.034519926352768948e+01,1.000000000000000000e+01,3.346947084670671035e+00
3.937636944447405085e+01,6.987716724173941962e+00,2.206178986103713058e+01,4.481638596586179801e+00,1.722364688309039327e+00
4.092099303448611636e+01,7.491241594957477545e+00,1.401455175277706466e+01,1.000000000000000000e+01,2.829817253236366348e+00
2.438124540478881741e+01,6.335116751177784167e+00,5.621019110971194266e+01,1.000000000000000000e+01,4.674552760972707333e+00
6.000000000000000000e+01,8.358949476175141058e+00,4.067751727722091459e+01,1.000000000000000000e+01,4.526060275678117861e+00
4.519002041780640866e+01,2.000000000000000000e+00,5.624229163340818616e+01,1.000000000000000000e+01,4.531078894170840421e+00
6.000000000000000000e+01,7.293757857952340551e+00,2.126057190937467212e+01,1.000000000000000000e+01,4.889479054983693729e+00
2.543865064688693067e+01,1.000000000000000000e+01,2.232305305446161370e+01,1.000000000000000000e+01,2.843520173632994030e+00
3.510504306942702613e+01,4.352623593047317385e+00,1.736701550173637543e+01,1.000000000000000000e+01,2.622715945479742405e+00
2.892948232208659931e+01,4.767222621102705560e+00,5.269304914877247370e+01,1.000000000000000000e+01,4.564528620975724316e+00
3.133074519683574266e+01,2.564697679867308899e+00,2.824447305659505503e+01,4.119977174249926932e+00,2.645948262780469129e+00
2.512538226730121238e+01,1.000000000000000000e+01,3.704669904023512572e+01,1.000000000000000000e+00,1.754463128241123382e+00
6.000000000000000000e+01,2.129777458800132806e+00,1.746464533299798561e+01,1.000000000000000000e+01,4.912899664529017052e+00
6.000000000000000000e+01,5.268796372570825781e+00,1.591137089741695121e+01,1.000000000000000000e+01,4.299459628486157925e+00
5.145675782292637024e+01,1.000000000000000000e+01,3.775319779385287688e+01,2.219064151406037411e+00,2.815415567158801924e+00
3.897544736659880726e+01,8.455158889472185635e+00,4.528076444277672863e+01,5.187256009380652344e+00,2.960064514485414744e+00
3.732041881329969613e+01,3.868527786507199639e+00,5.691468702959130610e+01,1.000000000000000000e+01,5.042753400344814452e+00
3.159374224367399719e+01,2.000000000000000000e+00,5.511200581042963620e+01,1.000000000000000000e+01,3.915430727793109966e+00
4.855217083663637112e+01,3.577535338584102220e+00,1.349391258886061173e+01,1.000000000000000000e+01,1.368658288269184897e+00
5.433256073346984749e+01,1.000000000000000000e+01,4.809502850366782667e+01,5.723598032565419658e+00,4.451094787890403914e+00
6.000000000000000000e+01,3.338599301059534952e+00,6.000000000000000000e+01,1.000000000000000000e+01,3.739582359591374860e+00
1.553317646616121195e+01,5.962698125292314799e+00,4.769449938865139416e+01,1.000000000000000000e+01,2.292537472328886050e+00
3.918352120814257233e+01,7.342038625772451255e+00,6.000000000000000000e+01,1.000000000000000000e+00,3.805168686527426125e+00
3.644762276337030471e+01,5.437023815000966209e+00,5.284005717572757987e+01,1.000000000000000000e+01,4.417064152031982438e+00
2.253357148969103818e+01,1.000000000000000000e+01,4.656730291874964678e+01,1.000000000000000000e+01,3.397471397816709260e+00
4.457139231413319180e+01,1.000000000000000000e+01,2.045404915917203681e+01,1.000000000000000000e+01,3.691201395793418438e+00
2.144295940768542152e+01,1.000000000000000000e+01,5.311292209089311456e+01,1.000000000000000000e+01,4.888095251775124161e+00
3.650683448723486890e+01,1.000000000000000000e+01,6.000000000000000000e+01,5.552366645402506684e+00,3.392400539015255845e+00
1.942944848661260693e+01,2.000000000000000000e+00,5.837608079203486255e+01,1.000000000000000000e+01,3.816667533718146821e+00
5.421329024575872779e+01,1.000000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+00,7.013083093584770999e-01
6.000000000000000000e+01,1.000000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+01,3.089782801707897431e+00
6.000000000000000000e+01,1.000000000000000000e+01,1.593791728176817024e+01,6.822113759290421520e+00,4.826981286008615868e+00
6.000000000000000000e+01,3.941961798992579258e+00,1.937545264133882483e+01,1.000000000000000000e+01,4.810417453527752407e+00
3.325379959064499502e+01,5.977285914907841224e+00,4.057427586295855093e+01,7.543919935520292164e+00,3.029783508871676023e+00
1.805116607774469983e+01,1.000000000000000000e+01,5.537210785739399199e+01,7.265278659670334704e+00,3.233213617229815817e+00
6.000000000000000000e+01,1.000000000000000000e+01,5.084280418108289723e+01,6.639661563994518900e+00,3.810323278080856468e+00
6.000000000000000000e+01,7.759440251937277822e+00,3.580272009916784270e+01,6.693273298074617905e+00,4.309482248299988605e+00
6.000000000000000000e+01,2.000000000000000000e+00,3.962336373143480017e+01,6.182604052777610271e+00,2.978767749175186275e+00
4.151106845501775666e+01,2.000000000000000000e+00,4.621143529947205053e+01,7.529773767744921464e+00,2.451770186059073708e+00
6.000000000000000000e+01,6.413982957629557724e+00,4.614677700348046585e+01,7.423321953813950103e+00,3.675886919269281794e+00
3.992666125583059511e+01,4.610664864883285752e+00,5.726507678138010249e+01,1.000000000000000000e+01,5.205104320152921460e+00
6.000000000000000000e+01,6.907073244654098332e+00,5.572717156241233027e+01,1.000000000000000000e+01,4.171622766445663544e+00
6.000000000000000000e+01,7.630585188285752274e+00,3.979392246540204781e+01,1.000000000000000000e+00,4.067605352321938206e+00
2.480795117403818395e+01,4.586695913753534803e+00,5.321818769353583178e+01,1.000000000000000000e+01,4.760781213098610465e+00
5.563345124319965151e+01,2.000000000000000000e+00,4.916066848328045324e+01,1.000000000000000000e+01,2.444211134887422254e+00
4.117442856868610335e+01,2.000000000000000000e+00,2.898561308849423312e+01,1.000000000000000000e+01,1.178220116361655911e+00
3.709879773720847140e+01,8.407908193524214369e+00,3.619512998208660548e+01,1.000000000000000000e+00,1.499219048058833881e+00
4.218035466185141757e+01,5.887029621437653404e+00,6.000000000000000000e+01,1.000000000000000000e+01,4.707334001987284466e+00
1.100000000000000000e+01,2.000000000000000000e+00,5.983889622986801982e+01,1.000000000000000000e+01,1.255869091590618325e+00
4.565892073843434673e+01,1.000000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,4.046527701314660774e+00
1.783766059056998898e+01,6.110859535425010591e+00,6.000000000000000000e+01,1.000000000000000000e+01,4.180982542942355273e+00
2.325836789661638093e+01,1.000000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+01,4.652163445483903814e+00
5.275370196472292861e+01,1.000000000000000000e+01,3.477204700439361318e+01,1.000000000000000000e+01,3.469406784893157791e+00
4.813817032981648225e+01,1.000000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+00,3.616972331893698822e+00
6.000000000000000000e+01,7.929730794249068460e+00,1.840042490760266602e+01,8.206821293616123114e+00,4.679096449151954218e+00
5.456000846957459771e+01,1.000000000000000000e+01,1.676542919011592758e+01,7.483586217827288500e+00,4.158241912923894112e+00
4.429349380528292812e+01,4.395932920354256979e+00,5.746537919038473063e+01,1.000000000000000000e+01,5.235812545326093748e+00
2.800354416466177199e+01,6.644445451502272171e+00,2.721247539704944174e+01,5.416417958928928300e+00,3.369579848170880965e+00
3.424626788772092567e+01,8.420808780553693751e+00,2.461009520566807751e+01,1.000000000000000000e+01,3.110253797298657474e+00
2.252020022442498970e+01,4.305633575897194198e+00,2.302132908769112163e+01,7.136484936333904905e+00,2.276651201729531948e+00
2.207528466958690316e+01,1.000000000000000000e+01,2.865900991464657466e+01,6.618445769351224861e+00,2.560513846033459995e+00
2.979727941294494542e+01,6.094504124331983519e+00,2.222151294645875552e+01,1.000000000000000000e+01,2.211321350486807447e+00
2.418112496673381528e+01,4.992869235875003753e+00,3.318500481222623932e+01,9.384521572859547689e+00,2.802390122587150145e+00
4.191667331287346343e+01,1.000000000000000000e+01,4.309416749241570699e+01,1.000000000000000000e+01,2.896384173376485016e+00
6.000000000000000000e+01,5.298402632190724937e+00,4.969316593873816856e+01,1.000000000000000000e+00,3.112804234343984344e+00
3.300665537553387452e+01,1.000000000000000000e+01,1.858069346073228445e+01,4.355779624695075292e+00,2.724019930550276136e+00
3.769396261571517215e+01,1.000000000000000000e+01,5.256629395035508878e+01,1.000000000000000000e+01,4.327559247265352127e+00
3.681194207288513098e+01,1.000000000000000000e+01,5.663100247131661291e+01,1.000000000000000000e+01,4.706399140457549812e+00
5.098871273807316840e+01,1.000000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+01,1.584267303961744977e+00
2.699953697654121143e+01,2.000000000000000000e+00,2.898668456589068754e+01,8.413911597182845981e+00,3.099436399339000836e+00
3.081547621702427975e+01,2.000000000000000000e+00,2.102153840466451840e+01,4.737616372471657122e+00,2.741036349094412294e+00
5.228296861554655095e+01,6.731194482167150994e+00,4.754186994205831951e+01,5.295460486279500500e+00,3.296898119631170410e+00
4.633068354032663905e+01,2.000000000000000000e+00,6.000000000000000000e+01,4.566885077822263383e+00,3.114513609194311528e+00
5.774303691657564030e+01,1.000000000000000000e+01,1.886950793434923312e+01,1.000000000000000000e+01,4.832399065936618499e+00
6.000000000000000000e+01,1.000000000000000000e+01,2.570678584886143270e+01,4.432114447895700415e+00,4.909712784818612619e+00
6.000000000000000000e+01,7.266126923769147261e+00,2.743352021314010258e+01,1.245818646329787116e+00,4.114692973022481048e+00
5.659648557910391986e+01,1.000000000000000000e+01,2.741566171886423575e+01,3.203579287905323536e+00,4.074137867839794147e+00
6.000000000000000000e+01,6.471140876293092425e+00,2.462140297799995636e+01,4.653303696331291484e+00,3.246132305620120562e+00
6.000000000000000000e+01,1.000000000000000000e+01,2.840162960901734124e+01,1.000000000000000000e+00,4.857565251291703134e+00
6.000000000000000000e+01,1.000000000000000000e+01,2.535109756710509998e+01,1.000000000000000000e+00,4.424337785409175439e+00
1.961838210628600976e+01,2.289800873410146043e+00,3.491076007006126503e+01,3.890491842057120842e+00,2.195483431665695040e+00
1.819709109733555152e+01,2.000000000000000000e+00,5.325323556861200558e+01,1.000000000000000000e+01,2.945186702883902718e+00
4.408845086194055796e+01,5.844629472086642963e+00,6.000000000000000000e+01,1.000000000000000000e+00,3.735535796518375751e+00
6.000000000000000000e+01,1.000000000000000000e+01,2.791384833080775962e+01,3.317702669251895387e+00,4.559349859499405078e+00
6.000000000000000000e+01,7.955056450423700021e+00,3.227108756528608779e+01,1.000000000000000000e+00,4.833666752975258163e+00
6.000000000000000000e+01,1.000000000000000000e+01,3.383536743081338471e+01,2.519908869091826986e+00,4.972774291477289665e+00
6.000000000000000000e+01,1.000000000000000000e+01,2.272270383871645549e+01,6.200153313948948863e+00,4.382251441536156200e+00
2.816618276408019383e+01,2.969170256370466721e+00,5.242628091331820883e+01,6.831002783639266163e+00,2.822347878382995834e+00
5.760000572764551663e+01,5.720119542005319246e+00,3.967196363937991066e+01,1.000000000000000000e+01,3.379325383607191036e+00
5.274448043788925844e+01,1.000000000000000000e+01,3.997869986661844877e+01,6.437520648786078326e+00,3.905274968450049400e+00
2.979349680310047077e+01,5.801405033657554888e+00,3.651441512854861315e+01,4.663750519831684649e+00,2.424351062339861418e+00
4.887147283380817697e+01,1.000000000000000000e+01,5.722071483852459295e+01,6.035292929864980671e+00,3.047785352270771853e+00
5.599397480177633213e+01,1.000000000000000000e+01,4.485907871523472323e+01,1.000000000000000000e+01,3.443610944099594562e+00
2.770173895290752597e+01,8.469446860402879196e+00,4.394595000336001789e+01,4.431008930555630165e+00,2.137204760185763774e+00
6.000000000000000000e+01,7.635474761900721496e+00,5.035192701515726554e+01,1.000000000000000000e+01,4.200725257994355033e+00
